Miembro,Telefono Empresa,Web,Localidad,Provincia
"COMUNICACIONES Y SERVICIOS SRL
(0376) 443 3333",,www.cys.net.ar,Santo Pipo,MISIONES
"SION SA
0810 999 0100",,www.sion.com,Villa Cabello,MISIONES
COOPERATIVA DE PROVISION DE SERVICIOS DE COMUNICACIONES TERACOOP LIMITADA (TERACOOP),,www.teracoop.com.ar,,MISIONES
SERVICIOS PARA EL TRANSPORTE DE INFORMACION S.A. (SPTI),,www.boldt.com.ar,,MISIONES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Alicura,NEUQUÉN
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Alumine,NEUQUÉN
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Aluminé,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Andacollo,NEUQUÉN
ADVANTUN SRL,5365-8800,www.advantun.com,Añelo,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Añelo,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Añelo,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Añelo,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Añelo,NEUQUÉN
DA.VI.TEL SA,0810 362 3284,www.davitel.com.ar,ANELO,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Barrancas,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Centenario,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Centenario,NEUQUÉN
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Centenario,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Centenario,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Centenario,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Cerro Policia,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Chañar,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,China Muerta,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Choele Choel,NEUQUÉN
SION SA,0810 999 0100,www.sion.com,Chos Malal,NEUQUÉN
,"COPELCO, COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS, CREDITO Y VIVIENDA CUTRAL CO. LTDA",www.copelnet.com.ar,Cutral Có,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Cutral Có,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Cutral Có,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,El Bolson,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,El Cholar,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,General Roca,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Huinganco,NEUQUÉN
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Junín de los Andes,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Lago Mari Menuco,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Lago Mari Menuco,NEUQUÉN
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Las Coloradas,NEUQUÉN
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Las Lajas,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Las Ovejas,NEUQUÉN
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Loncopué,NEUQUÉN
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Neuquen,NEUQUÉN
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Neuquen,NEUQUÉN
ADVANTUN SRL,5365-8800,www.advantun.com,Neuquén,NEUQUÉN
FUNDACION INNOVAT (INNOVARED),4322-8488,www.innova-red.net/,Neuquén,NEUQUÉN
HEDI S.A.,(0299) 4483497,,Neuquén,NEUQUÉN
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Neuquén,NEUQUÉN
NEUTICS S.A.P.E.M.,0299 4494606,www.neutics.com,Neuquén,NEUQUÉN
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Neuquén,NEUQUÉN
SECRETARIA DE GESTION PUBLICA,,,Neuquén,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Neuquén,NEUQUÉN
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,Neuquén,NEUQUÉN
SIETE CAPAS S.R.L.,54-299-4479172,www.sietecapas.com.ar,Neuquén,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Neuquén,NEUQUÉN
SION SA,0810 999 0100,www.sion.com,Neuquén,NEUQUÉN
SISTA S.A.,(0221) 4275510,www.sista.com.ar,Neuquén,NEUQUÉN
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Neuquén,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Picun Leufu,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Picun Leufu,NEUQUÉN
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Picun Leufu,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Piedra del Aguila,NEUQUÉN
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Piedra del Aguila,NEUQUÉN
,"COPELCO, COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS, CREDITO Y VIVIENDA CUTRAL CO. LTDA",www.copelnet.com.ar,Plaza Huincul,NEUQUÉN
MEGATRANS SA,4343-5657,www.megatrans.com.ar,Plaza Huincul,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Plaza Huincul,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Plaza Huincul,NEUQUÉN
ADVANTUN SRL,5365-8800,www.advantun.com,Plottier,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,,NEUQUÉN
DA.VI.TEL SA,0810 362 3284,www.davitel.com.ar,PLOTTIER,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Plottier,NEUQUÉN
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Plottier,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Plottier,NEUQUÉN
SIETE CAPAS S.R.L.,54-299-4479172,www.sietecapas.com.ar,Plottier,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Plottier,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Rincon de los Sauces,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Rincon de los Sauces,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Rincon de los Sauces,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Río Colorado,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,RÍO NEGRO,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Ruta Ranquil,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,San Carlos de Bariloche,NEUQUÉN
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,SAN LUIS,NEUQUÉN
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,San Luis,NEUQUÉN
,COOPERATIVA TELEFONICA Y OTROS SERVICIOS PUBLICOS Y TURISTICOS DE SAN MARTIN DE LOS ANDES LTDA.(COTESMA),,San Martín de los Andes,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,San Patricio del Chañar,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,San Patricio del Chañar,NEUQUÉN
DA.VI.TEL SA,0810 362 3284,www.davitel.com.ar,SAN PATRICIO DEL CHANAR,NEUQUÉN
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Santo Tomas,NEUQUÉN
ADVANTUN SRL,5365-8800,www.advantun.com,Senillosa,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Senillosa,NEUQUÉN
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Senillosa,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Senillosa,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Senillosa,NEUQUÉN
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Tricao Malal,NEUQUÉN
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Vaca Muerta,NEUQUÉN
FERCAS SH (NETPATAGON),02944 495226,www.netpatagon.net,Villa la Angostura,NEUQUÉN
LA CORDILLERANA S.A.,0294 4488381,WWW.TREX-VLA.COM.AR,Villa la Angostura,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Villa la Angostura,NEUQUÉN
SISTA S.A.,(0221) 4275510,www.sista.com.ar,Villa la Angostura,NEUQUÉN
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Villa Regina,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Vista Alegre,NEUQUÉN
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Zapala,NEUQUÉN
SION SA,0810 999 0100,www.sion.com,Zapala,NEUQUÉN
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Zapala,NEUQUÉN
SURPORAIRE S.A.,0221-4912500,www.patagondigital.com.ar,Zapala,NEUQUÉN
GONZALO HOURCADE COMUNICACIONES S.R.L. (GH COMUNICACIONES),,www.ghcomunicaciones.com.ar,,NEUQUÉN
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,ALLEN,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Allen,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Allen,RIO NEGRO
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Balsa las Perlas,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Balsa las Perlas,RIO NEGRO
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Balsa las Perlas,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Barda del Medio,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Barda del Medio,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,Barrio Mosconi,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Campo Grande,RIO NEGRO
LABORDA JUAN SEBASTIAN (PREMIER),299 488-6000,www.jslpremier.com.ar,Catriel,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Catriel,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,CERVANTES,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Cervantes,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,CHICHINALES,RIO NEGRO
NARDANONE PEDRO FEDERICO SALVADOR (MAS INTERNET),0298 446-5727,www.masinternet.net,Chichinales,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Chimpay,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,CHIMPAY,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Chimpay,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Choele Choel,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Choele Choel,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Choele Choel,RIO NEGRO
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Cinco Saltos,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Cinco Saltos,RIO NEGRO
NOGUERA MARIA JOSE (MAX INTERNET),299-6352600/299-5966172,www.max-internet.com.ar,Cinco Saltos,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Cinco Saltos,RIO NEGRO
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Cinco Saltos,RIO NEGRO
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Cipolletti,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,CIPOLLETTI,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Cipolletti,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Cipolletti,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,Cipolletti,RIO NEGRO
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Cipolletti,RIO NEGRO
DA.VI.TEL SA,0810 362 3284,www.davitel.com.ar,CIPOLLETTI,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Colonia Catriel,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Colonia Julia y Echarren,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Contralmirante Cordero,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Contralmirante Cordero,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Coronel Belisle,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Belisle,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Darwin,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Darwin,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Darwin,RIO NEGRO
QUASAR INFORMATICA SA,(0294) 4524080,www.quasarbariloche.com.ar,Dina Huapi,RIO NEGRO
,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS SOCIALES Y VIVIENDAS EL BOLSON LIMITADA (COOPETEL),,El Bolson,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,El Bolson,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Fernandez Oro,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Fernandez Oro,RIO NEGRO
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Fernandez Oro,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Fray Luis Beltrán,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Fray Luis Beltrán,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Conesa,RIO NEGRO
NARDANONE PEDRO FEDERICO SALVADOR (MAS INTERNET),0298 446-5727,www.masinternet.net,General Enrique Godoy,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,General Enrique Godoy,RIO NEGRO
DA.VI.TEL SA,0810 362 3284,www.davitel.com.ar,GENERAL FERNANDEZ ORO,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,GENERAL ROCA,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,General Roca,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,General Roca,RIO NEGRO
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,General Roca,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,GRAL GODOY,RIO NEGRO
QUASAR INFORMATICA SA,(0294) 4524080,www.quasarbariloche.com.ar,Huemul,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,ING. HUERGO,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Ingeniero Huergo,RIO NEGRO
,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS SOCIALES Y VIVIENDAS EL BOLSON LIMITADA (COOPETEL),,Lago Puelo,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Lamarque,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Lamarque,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Lamarque,RIO NEGRO
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,Las Grutas,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Las Grutas,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Los Menucos,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Luis Beltrán,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,MAINQUE,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Mainque,RIO NEGRO
QUASAR INFORMATICA SA,(0294) 4524080,www.quasarbariloche.com.ar,Melipal,RIO NEGRO
RAPONI BEATRIZ  (PIEDRA NET),029427-493655,,Naupahuen,RIO NEGRO
,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS SOCIALES Y VIVIENDAS EL BOLSON LIMITADA (COOPETEL),,Paraje El Foyel,RIO NEGRO
,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS SOCIALES Y VIVIENDAS EL BOLSON LIMITADA (COOPETEL),,Paraje Las Golondrinas,RIO NEGRO
,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS SOCIALES Y VIVIENDAS EL BOLSON LIMITADA (COOPETEL),,Paraje Mallin Ahogado,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Pomona,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Pomona,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Río Colorado,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,Río Colorado,RIO NEGRO
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,San Antonio Oeste,RIO NEGRO
BARINET SRL,0294-154706776,www.barinetpatagonia.com.ar,San Carlos de Bariloche,RIO NEGRO
FUNDACION INNOVAT (INNOVARED),4322-8488,www.innova-red.net/,San Carlos de Bariloche,RIO NEGRO
GONZALEZ DANIEL EUGENIO (BARITEL),542944429995,www.baritel.com.ar,San Carlos de Bariloche,RIO NEGRO
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Carlos de Bariloche,RIO NEGRO
QUASAR INFORMATICA SA,(0294) 4524080,www.quasarbariloche.com.ar,San Carlos de Bariloche,RIO NEGRO
TELMEX ARGENTINA S.A.,,www.claro.com.ar,San Carlos de Bariloche,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Sargento Vidal,RIO NEGRO
SERVICIOS DE TECNOLOGÍA APLICADA SRL (AFTER WIRE),(0299) 447-6404,www.after-wire.com.ar,Sargento Vidal,RIO NEGRO
GRUPO EQUIS S.A.,(+54) 2946 44 2513,www.patagoniadata.com.ar,Valcheta,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Valcheta,RIO NEGRO
ARLINK SA,(0261) 4496000,www.supercanal-arlink.com.ar,Viedma,RIO NEGRO
FIBERNEXT SRL (AGILNET),0800-222-2445,www.agilnet.com.ar,Viedma,RIO NEGRO
KAANIT SRL,(02920) 428782,www.kaanit.com.ar,Viedma,RIO NEGRO
RELTID CV S.A. (RIONET),02920-432999,www.rionetweb.com.ar,Viedma,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,Viedma,RIO NEGRO
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Viedma,RIO NEGRO
QUASAR INFORMATICA SA,(0294) 4524080,www.quasarbariloche.com.ar,Villa Llanquin,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Villa Manzano,RIO NEGRO
,COOPERATIVA DE PROVISION DE SERVICIOS TELEFÓNICOS Y OTROS SERVICIOS PÚBLICOS Y COMUNITARIOS DE CENTENARIO LTDA,,Villa Regina,RIO NEGRO
MULTIMEDIOS DEL VALLE SRL,0810 333 5354,www.telcocom.com.ar,VILLA REGINA,RIO NEGRO
NARDANONE PEDRO FEDERICO SALVADOR (MAS INTERNET),0298 446-5727,www.masinternet.net,Villa Regina,RIO NEGRO
NEUNET S.A.,(0299) 4894000,www.neunet.com.ar,Villa Regina,RIO NEGRO
SION SA,0810 999 0100,www.sion.com,Villa Regina,RIO NEGRO
ALTEC S.E.,(54 294) 4420807 / 4422696,www.altec.com.ar,,RIO NEGRO
GONZALO HOURCADE COMUNICACIONES S.R.L. (GH COMUNICACIONES),,www.ghcomunicaciones.com.ar,,RIO NEGRO
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Aguaray,SALTA
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Anta,SALTA
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,Apolinario Saravia,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Apolinario Saravia,SALTA
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,Cachi,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Cafayate,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Campo Santo,SALTA
SM COMUNICACIONES S.R.L.,387 584-6126,,Cerrillos,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Mollinedo,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,El Bordo,SALTA
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,El Galpón,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,El Galpón,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,El Quebrachal,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Embarcación,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Güemes,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Pizarro,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Hipólito Yrigoyen,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Joaquín V. González,SALTA
SM COMUNICACIONES S.R.L.,387 584-6126,,La Merced,SALTA
LEWTEL SRL,0810-999-5398,www.lewtel.com.ar,La Merced,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Las Lajitas,SALTA
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Luis Burella,SALTA
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,Metán,SALTA
